text,category
tu tarjeta fue usada por $180.000 en Shell,transaction
security alert: access from India detected on your account,security_alert
verificacion en 2 pasos: usa el codigo 236306,otp_verification
reminder: your payment of $1816 is due tomorrow. avoid late fees,billing_reminder
limited time: 20% off furniture ends tonight,promotion_offer
failed login attempt 5 times. your account has been locked,security_alert
monthly subscription of $1672 charged to card 4119,transaction
secret method to earn $2375 without leaving home. see how,spam_advertising
tu cita de control fue reagendada para el jueves. confirma respondiendo SI,appointment_reminder
weekend offer: 70% discount on electronics at Walmart,promotion_offer
tu codigo otp es 943718. no lo compartas con nadie,otp_verification
consigue $229.000 adicionales al mes trabajando solo 1 horas al dia,spam_advertising
an agent will contact you within the next 46 minutes,customer_service
alerta! tu cuenta tiene un bono de $9936 pendiente. activalo en 24h,spam_advertising
se agrego un nuevo metodo de pago a tu cuenta. si no fuiste tu actua de inmediato,security_alert
gana puntos canjeables por $229.000. solo hoy! ingresa tu numero,spam_advertising
your order #46202 is on its way. arrives today between 2:00pm and 11:30am,delivery_logistics
your $1642 payment to Shell was processed,transaction
tu codigo otp es 621546. no lo compartas con nadie,otp_verification
no habia nadie en casa. reprogramamos la entrega de #89076 para manana,delivery_logistics
your card ending in 1282 was charged $386 at Netflix,transaction
tu turno de control es manana a las 2:30pm. no faltes,appointment_reminder
transferencia inusual de $322.000 fue bloqueada. confirma si la autorizas,security_alert
special deal: buy one get one 35% off at Apple Store,promotion_offer
your order #27884 is on its way. arrives today between 9:00am and 3:30pm,delivery_logistics
promo especial: lleva 3 y paga 2 en muebles,promotion_offer
para cancelar tu cita medica del miercoles responde CANCELAR,appointment_reminder
rebaja de 50% en perfumes en Amazon solo este mes,promotion_offer
your $2657 payment to Best Buy was processed,transaction
we confirm your medical appointment for 16/6. bring your id,appointment_reminder
overdue balance: $601. pay before 24/1 to avoid interest,billing_reminder
un agente te contactara en los proximos 53 minutos,customer_service
tu pedido llego al centro de distribucion de Bogota,delivery_logistics
weekend offer: 25% discount on perfumes at Shell,promotion_offer
rebaja de 40% en libros en Ripley solo este mes,promotion_offer
your follow-up appointment is confirmed for 28/4 at central clinic,appointment_reminder
your service will be suspended in 3 days due to non-payment,billing_reminder
oferta exclusiva: 30% de rebaja en tu proxima compra en Farmacia Cruz Verde,promotion_offer
appointment reminder: dermatology checkup on Wednesday. please arrive 10 minutes early,appointment_reminder
codigo temporal 456331 para completar tu registro,otp_verification
"to cancel your dental appointment on Thursday, reply CANCEL",appointment_reminder
flash sale: 15% off perfumes for the next 24 hours,promotion_offer
oferta de temporada: 70% menos en tecnologia,promotion_offer
tu factura del mes esta disponible. monto a pagar: $9907,billing_reminder
final notice: invoice of $1957 due today. pay now to avoid service interruption,billing_reminder
oferta exclusiva: 45% de rebaja en tu proxima compra en Rappi,promotion_offer
suspicious activity detected on your account. please review your recent activity,security_alert
compra aprobada por $200.000 en Uber,transaction
atm withdrawal of $135 was successful,transaction
aprovecha 25% off en toda la tienda Jumbo este fin de semana,promotion_offer
actualizacion de tu caso #1612: en revision por equipo especializado,customer_service
tu caso esta siendo revisado por nuestro equipo. respuesta en 3 horas,customer_service
confirmacion de identidad requerida. tu codigo: 713762,otp_verification
oferta unica! accede ahora antes de que expire: bit.ly/48874,spam_advertising
click here to claim your $513 reward: www.prize670.com,spam_advertising
encuesta: como fue tu experiencia con nuestro servicio al cliente?,customer_service
recibiste una transferencia de $32.000 en tu cuenta,transaction
your follow-up appointment is tomorrow at 8:30am. please do not miss it,appointment_reminder
tu caso esta siendo revisado por nuestro equipo. respuesta en 67 horas,customer_service
delivery attempt failed for order #71727. reschedule in our app,delivery_logistics
you received a transfer of $1789 to your account,transaction
tu tarjeta fue usada por $166.000 en Jumbo,transaction
tu pedido llego al centro de distribucion de Buenos Aires,delivery_logistics
reminder: you have a dermatology appointment on Friday at 4:00pm,appointment_reminder
aprovecha nuestra promo: 3x2 en libros hasta agotar stock,promotion_offer
"authentication code: 455395. if this was not you, ignore this message",otp_verification
codigo temporal 468727 para completar tu registro,otp_verification
tu reclamo #6331 fue escalado a nivel 2. te informaremos pronto,customer_service
your complaint #9294 has been escalated to level 2. we will keep you updated,customer_service
aprovecha 40% off en toda la tienda Falabella este fin de semana,promotion_offer
final notice: invoice of $1432 due today. pay now to avoid service interruption,billing_reminder
proven method to earn $1620 per week. no upfront investment,spam_advertising
unauthorized access attempt from Brazil. your account may be at risk,security_alert
you spent $1854 at Amazon,transaction
reminder: your payment of $228 is due tomorrow. avoid late fees,billing_reminder
suspicious activity detected on your account. please review your recent activity,security_alert
order #72573 delayed due to weather. new estimate: tomorrow,delivery_logistics
card transaction: $2475 debited from your account,transaction
you spent $2294 at CVS,transaction
descuento especial del 15% para clientes frecuentes de Amazon,promotion_offer
survey: how was your experience with our customer service team?,customer_service
compra aprobada por $439.000 en Rappi,transaction
ultimo aviso: factura de $9240 vence hoy. paga ahora para evitar corte,billing_reminder
recordatorio: el debito automatico de $1800 se ejecutara el 20/10,billing_reminder
clinica central: tu consulta del 15/1 esta confirmada,appointment_reminder
alert! you have a pending bonus of $1061. activate it within 24h,spam_advertising
we resolved your case #4212. how would you rate our service?,customer_service
envio gratis en tu proxima compra en Jumbo. valido esta semana,promotion_offer
alerta! tu cuenta tiene un bono de $9186 pendiente. activalo en 24h,spam_advertising
survey: how was your experience with our customer service team?,customer_service
tu cuenta tiene un saldo pendiente de $4983. regulariza tu situacion,billing_reminder
payment of $260 to Uber confirmed,transaction
compra de $256.000 en Netflix fue marcada como sospechosa. la rechazamos?,security_alert
detectamos un inicio de sesion inusual desde Berlin. fuiste tu?,security_alert
eres el ganador seleccionado de $307.000! reclama tu premio antes de manana,spam_advertising
tu pago de $333.000 en Ripley fue confirmado,transaction
sale: todos los perfumes a 30% de descuento en Shell,promotion_offer
your order reached the Phoenix distribution center,delivery_logistics
flash sale: 15% off electronics for the next 24 hours,promotion_offer
health clinic: your ophthalmology checkup is confirmed for Monday,appointment_reminder
flash sale: 30% off shoes for the next 24 hours,promotion_offer
your purchase of $2504 at Walgreens is confirmed,transaction
cargo de $4566 aplicado a tu tarjeta terminada en 2940,transaction
aviso: tienes 3 facturas sin pagar. total adeudado: $5712,billing_reminder
oferta exclusiva: 10% de rebaja en tu proxima compra en Ripley,promotion_offer
your Shell purchase has left the warehouse,delivery_logistics
2x1 en electrodomesticos en Rappi. solo hoy!,promotion_offer
order #41278 delayed due to weather. new estimate: tomorrow,delivery_logistics
seasonal promo: 30% off all sports gear at CVS,promotion_offer
clearance sale: up to 15% off shoes at Apple Store,promotion_offer
contrasena incorrecta ingresada 5 veces. cuenta bloqueada temporalmente,security_alert
acumula puntos dobles este fin de semana en Netflix,promotion_offer
wrong password entered 4 times. account temporarily locked,security_alert
tu factura del mes esta disponible. monto a pagar: $633,billing_reminder
2x1 en deportes en Uber. solo hoy!,promotion_offer
entrega exitosa del pedido #96585. recibiste tu paquete?,delivery_logistics
paga tu servicio antes del 28 para evitar la suspension,billing_reminder
contrasena incorrecta ingresada 4 veces. cuenta bloqueada temporalmente,security_alert
"new device PC Windows accessed your account. if this was not you, change your password now",security_alert
tu caso #2124 fue asignado a un agente. tiempo estimado: 6 horas,customer_service
verificacion requerida: acceso sospechoso desde Mexico,security_alert
someone logged into your account from Italy. do you recognize this?,security_alert
felicitaciones! ganaste un premio de $214.000. llama ahora al 305-1672073,spam_advertising
successful transfer of $44 to account 2832,transaction
felicitaciones! ganaste un premio de $441.000. llama ahora al 380-2186125,spam_advertising
you are one of 10 winners selected. act now!,spam_advertising
recordatorio de pago: $4053 con vencimiento el 19/11,billing_reminder
pagaste $103.000 en Falabella,transaction
rebaja de 20% en perfumes en Rappi solo este mes,promotion_offer
pagaste $207.000 en Ripley,transaction
your $478 payment to Walgreens was processed,transaction
thank you for contacting us. your ticket #8187 is being processed,customer_service
notificacion de cobro: se intentara debitar $8052 de tu cuenta el 13/10,billing_reminder
tu pedido #71171 llega manana. descarga la app para seguirlo en tiempo real,delivery_logistics
25% off on books only today at Target,promotion_offer
we could not deliver your package #35614 today. rescheduling for tomorrow,delivery_logistics
urgent: last spot to win $1904. call now 398-3325723,spam_advertising
payment of $2728 to Walgreens confirmed,transaction
promocion exclusiva: 20% de descuento en tu siguiente compra en Ripley,promotion_offer
survey: how was your experience with our customer service team?,customer_service
package #36941 was shipped from Los Angeles. arrives in 4 business days,delivery_logistics
paquete #98826 en camino. firma requerida en la entrega,delivery_logistics
earn $2780 from home. no experience needed. sign up now!,spam_advertising
"new device PC Windows accessed your account. if this was not you, change your password now",security_alert
"to cancel your ophthalmology appointment on Monday, reply CANCEL",appointment_reminder
enter 175576 to confirm your access,otp_verification
realizaste una compra de $368.000 con tu tarjeta de credito,transaction
you are one of 12 winners selected. act now!,spam_advertising
tu pedido llego al centro de distribucion de Valparaiso,delivery_logistics
do not forget your doctor appointment on Monday at 11:00am,appointment_reminder
your plan change request has been processed successfully,customer_service
your doctor appointment has been rescheduled to Friday at 4:30pm,appointment_reminder
atm withdrawal of $1488 was successful,transaction
compra de $128.000 en Easy fue marcada como sospechosa. la rechazamos?,security_alert
tu cuenta fue accedida desde Mac no reconocido. revisa ahora,security_alert
tu solicitud ha sido recibida. te contactaremos en 1 dias habiles,customer_service
felicitaciones! ganaste un premio de $286.000. llama ahora al 330-4219595,spam_advertising
entrega exitosa del pedido #21945. recibiste tu paquete?,delivery_logistics
wrong password entered 4 times. account temporarily locked,security_alert
"codigo de autenticacion: 573962. si no fuiste tu, ignora este mensaje",otp_verification
2-step verification: use code 201255,otp_verification
recordatorio: tu pago de $3299 vence manana. evita penalidades,billing_reminder
tu contrato fue renovado exitosamente hasta 11/2025,customer_service
hemos recibido tu pago. tu servicio fue reactivado,customer_service
el repartidor esta a 9 paradas de tu direccion. prepara tu entrega,delivery_logistics
tu cuenta tiene un saldo pendiente de $5546. regulariza tu situacion,billing_reminder
reminder: your payment of $1098 is due tomorrow. avoid late fees,billing_reminder
your request has been received. we will contact you within 3 business days,customer_service
please confirm your medical appointment for tomorrow by replying YES,appointment_reminder
pay your bill today and avoid penalties,billing_reminder
tu caso esta siendo revisado por nuestro equipo. respuesta en 9 horas,customer_service
tu caso #4304 fue asignado a un agente. tiempo estimado: 43 horas,customer_service
work from home earning $2050 per month. limited spots! join now,spam_advertising
tu pedido #62818 esta siendo preparado para despacho,delivery_logistics
"tu cita en la clinica es en 24 horas, a las 11:00am. lleva tu carnet",appointment_reminder
para continuar ingresa el codigo 656379 en la aplicacion,otp_verification
factura mensual generada por $3785. fecha limite de pago: 7/5,billing_reminder
tu tarjeta fue usada por $415.000 en Falabella,transaction
package #26059 was shipped from New York. arrives in 4 business days,delivery_logistics
purchase of $1500 at Amazon flagged as suspicious. was this you?,security_alert
972176 es tu clave temporal de ingreso. no la compartas,otp_verification
your monthly invoice is ready. amount due: $2345,billing_reminder
cargo de $7522 aplicado a tu tarjeta terminada en 3223,transaction
wrong password entered 4 times. account temporarily locked,security_alert
paquete #88861 en camino. firma requerida en la entrega,delivery_logistics
you received a transfer of $2991 to your account,transaction
card transaction: $115 debited from your account,transaction
double points this weekend at Netflix,promotion_offer
limited time: 10% off perfumes ends tonight,promotion_offer
detectamos un acceso desde Mexico. si no fuiste tu bloquea tu cuenta,security_alert
codigo de confirmacion de transaccion: 779112,otp_verification
your service will be suspended in 3 days due to non-payment,billing_reminder
your account has an outstanding balance of $489. please settle it,billing_reminder
pago de $300.000 a Paris completado,transaction
tu envio salio del deposito. numero de seguimiento: #22415,delivery_logistics
automated profit system! generate $1187 while you sleep,spam_advertising
your cancellation request #9841 has been received and is being processed,customer_service
earn $2196 from home. no experience needed. sign up now!,spam_advertising
package #44735 is out for delivery. signature required,delivery_logistics
"codigo de autenticacion: 705991. si no fuiste tu, ignora este mensaje",otp_verification
entrega programada para manana entre 10:00am y 8:00am. alguien debe estar en casa,delivery_logistics
gana puntos canjeables por $399.000. solo hoy! ingresa tu numero,spam_advertising
we updated your ticket #6299 with new information. check your email,customer_service
survey: how was your experience with our customer service team?,customer_service
alerta de seguridad: tu correo asociado fue cambiado. si no fuiste tu contactanos,security_alert
security alert: access from Spain detected on your account,security_alert
order #20271 delayed due to weather. new estimate: tomorrow,delivery_logistics
reminder: your payment of $2579 is due tomorrow. avoid late fees,billing_reminder
payment notice: you owe $1699 due on 14/6,billing_reminder
pago de servicios por $8848 completado exitosamente,transaction
monthly subscription of $1809 charged to card 6582,transaction
alerta: cambio de contrasena realizado. si no lo hiciste contactanos de inmediato,security_alert
paquete #12612 en camino. firma requerida en la entrega,delivery_logistics
verificacion en 2 pasos: usa el codigo 347745,otp_verification
payment reminder: $1297 due on 16/10,billing_reminder
codigo de verificacion: 196214. valido por 5 minutos,otp_verification
"login from Paris detected. if this was not you, secure your account now",security_alert
comprando $72.000 o mas en Farmacia Cruz Verde obtenes 50% de descuento,promotion_offer
transferencia exitosa de $363.000 a cuenta terminada en 8144,transaction
second notice: overdue invoice of $1377. avoid service interruption,billing_reminder
use 638169 to verify your identity in our app,otp_verification
"new device Mac accessed your account. if this was not you, change your password now",security_alert
support ticket #4109 opened. our team will respond within 37 hours,customer_service
se acredito $109.000 en tu cuenta,transaction
cita medica agendada para el 4/1 a las 8:00am en clinica central,appointment_reminder
delivery scheduled for tomorrow between 9:30am and 5:00pm,delivery_logistics
tu paquete #76247 esta disponible para retiro en sucursal Valparaiso,delivery_logistics
secret method to earn $2800 without leaving home. see how,spam_advertising
special deal: buy one get one 35% off at Shell,promotion_offer
an agent will contact you within the next 27 minutes,customer_service
alert: sign in from Berlin at 12h. not you? change password,security_alert
encuesta: como fue tu experiencia con nuestro servicio al cliente?,customer_service
tu suscripcion de $2704 se renueva en 1 dias,billing_reminder
para continuar ingresa el codigo 530764 en la aplicacion,otp_verification
your dental appointment is tomorrow at 10:30am. please do not miss it,appointment_reminder
congratulations! you won $1721. call now 325-6464086,spam_advertising
el repartidor esta a 10 paradas de tu direccion. prepara tu entrega,delivery_logistics
flash sale: 15% off perfumes for the next 24 hours,promotion_offer
"new device iPhone accessed your account. if this was not you, change your password now",security_alert
tu pedido #66047 esta en camino. llega hoy entre 8:30am y 10:00am,delivery_logistics
ultimo aviso: factura de $685 vence hoy. paga ahora para evitar corte,billing_reminder
appointment reminder: dental checkup on Wednesday. please arrive 10 minutes early,appointment_reminder
promocion exclusiva: 60% de descuento en tu siguiente compra en Falabella,promotion_offer
tu factura del mes esta disponible. monto a pagar: $757,billing_reminder
te regalamos $3141 en creditos. canjealos antes de que expiren hoy,spam_advertising
paga tu servicio antes del 22 para evitar la suspension,billing_reminder
urgente: ultimo cupo para ganar $161.000. llama ahora al 370-1177469,spam_advertising
your request has been received. we will contact you within 1 business days,customer_service
reminder: your payment of $2095 is due tomorrow. avoid late fees,billing_reminder
suspicious activity detected on your account. please review your recent activity,security_alert
aviso: tu hora oftalmologica fue confirmada para el 20/1,appointment_reminder
we confirm your medical appointment for 9/10. bring your id,appointment_reminder
detectamos un inicio de sesion inusual desde Canada. fuiste tu?,security_alert
double points this weekend at Best Buy,promotion_offer
reminder: your payment of $1301 is due tomorrow. avoid late fees,billing_reminder
tracking update: your parcel #10336 is at the sorting facility,delivery_logistics
tu tarjeta fue usada por $285.000 en Falabella,transaction
your case #3598 has been assigned to an agent. estimated time: 41 hours,customer_service
your session was closed due to suspicious activity. please log in again,security_alert
your complaint #6276 has been escalated to level 2. we will keep you updated,customer_service
you have been selected to win $979! claim your prize before tomorrow,spam_advertising
tu codigo otp es 475644. no lo compartas con nadie,otp_verification
tu pedido #65549 esta siendo preparado para despacho,delivery_logistics
your number was drawn! call free 358-3499027 to claim,spam_advertising
70% off on shoes only today at Target,promotion_offer
work from home earning $735 per month. limited spots! join now,spam_advertising
transaction confirmation code: 457455. do not share it,otp_verification
shipment #17992 is now in transit from New York,delivery_logistics
gana puntos canjeables por $248.000. solo hoy! ingresa tu numero,spam_advertising
never share this code: 323072. we will never ask for it,otp_verification
confirmamos tu cita medica para el 1/1 a las 3:00pm,appointment_reminder
failed login attempt 2 times. your account has been locked,security_alert
entrega programada para manana entre 4:30pm y 4:30pm. alguien debe estar en casa,delivery_logistics
alert: sign in from Italy at 5h. not you? change password,security_alert
cita medica agendada para el 14/10 a las 11:30am en clinica central,appointment_reminder
members only: 25% discount at CVS this week,promotion_offer
sale: todos los muebles a 45% de descuento en Jumbo,promotion_offer
deuda pendiente de $9756. paga antes del 24 para evitar intereses,billing_reminder
inicio de sesion desde Tokyo en tu cuenta. reconoces este acceso?,security_alert
tu turno de control es manana a las 3:00pm. no faltes,appointment_reminder
"to cancel your dermatology appointment on Monday, reply CANCEL",appointment_reminder
your driver is 10 stops away. get ready for your delivery,delivery_logistics
tu reclamo #3061 fue escalado a nivel 2. te informaremos pronto,customer_service
your request has been received. we will contact you within 5 business days,customer_service
encuesta: como fue tu experiencia con nuestro servicio al cliente?,customer_service
transferencia inusual de $225.000 fue bloqueada. confirma si la autorizas,security_alert
no olvides tu cita con el medico el viernes a las 9:30am,appointment_reminder
successful transfer of $2179 to account 6632,transaction
compra de $207.000 en Easy fue marcada como sospechosa. la rechazamos?,security_alert
do not forget your doctor appointment on Tuesday at 3:30pm,appointment_reminder
actividad sospechosa detectada en tu cuenta. accede y revisa tus movimientos,security_alert
successful transfer of $681 to account 5342,transaction
oferta de inversion: duplica tu dinero en 15 dias. 100% garantizado,spam_advertising
flash sale: 45% off clothing for the next 24 hours,promotion_offer
cargo de $3544 aplicado a tu tarjeta terminada en 2122,transaction
invierte $7641 hoy y gana $75.000 en 48 horas garantizado,spam_advertising
notificacion de cobro: se intentara debitar $5090 de tu cuenta el 8/3,billing_reminder
your driver is 3 stops away. get ready for your delivery,delivery_logistics
tu cashback de $4788 esta disponible para usar en Amazon,promotion_offer
codigo temporal 856648 para completar tu registro,otp_verification
codigo de acceso: 180089. caduca en 3 minutos,otp_verification
pagaste $137.000 en Lider,transaction
tu cuenta tiene un saldo pendiente de $7804. regulariza tu situacion,billing_reminder
see you on Monday at 5:00pm for your dermatology visit,appointment_reminder
we detected access from Italy at 15:00. was this you?,security_alert
delivery attempt failed for order #15083. reschedule in our app,delivery_logistics
"to cancel your follow-up appointment on Wednesday, reply CANCEL",appointment_reminder
operacion bancaria: debito de $425.000 procesado correctamente,transaction
tu pedido #16310 esta en camino. llega hoy entre 11:00am y 11:30am,delivery_logistics
transaction of $873 at Best Buy approved,transaction
aprovecha 45% off en toda la tienda Uber este fin de semana,promotion_offer
transaccion de $498.000 aprobada en Easy,transaction
recordatorio: manana tienes cita con el doctor a las 2:00pm. llega 10 min antes,appointment_reminder
confirmacion de cita medica: miercoles 4/12 a las 2:00pm,appointment_reminder
replica este metodo secreto y gana $8.000 sin salir de casa. mira como,spam_advertising
tu compra de Ripley salio del almacen y va en camino,delivery_logistics
"alert: password was changed. if you did not do this, contact us immediately",security_alert
order #93032 delayed due to weather. new estimate: tomorrow,delivery_logistics
eres el ganador seleccionado de $351.000! reclama tu premio antes de manana,spam_advertising
regalo de $9267 en puntos por tu compra en Farmacia Cruz Verde,promotion_offer
see you on Tuesday at 8:30am for your dermatology visit,appointment_reminder
limited time: 40% off books ends tonight,promotion_offer
tu cita odontologica fue reagendada para el martes. confirma respondiendo SI,appointment_reminder
tu solicitud de baja fue recibida. procesaremos en 4 dias habiles,customer_service
seasonal promo: 30% off all perfumes at Walmart,promotion_offer
aviso de cobro: debes $1393 con vencimiento el 8/10,billing_reminder
thank you for contacting us. your ticket #7522 is being processed,customer_service
"authentication code: 693418. if this was not you, ignore this message",otp_verification
entrega exitosa del pedido #67637. recibiste tu paquete?,delivery_logistics
oferta flash: 35% off en perfumes por las proximas 24 horas,promotion_offer
"new device Mac accessed your account. if this was not you, change your password now",security_alert
paquete #56095 fue despachado desde Medellin. llega en 5 dias habiles,delivery_logistics
your order #57026 is on its way. arrives today between 5:00pm and 2:30pm,delivery_logistics
atm withdrawal of $2259 was successful,transaction
promo exclusiva solo para ti! no te lo pierdas: www.oferta262.com,spam_advertising
actividad sospechosa detectada en tu cuenta. accede y revisa tus movimientos,security_alert
failed login attempt 5 times. your account has been locked,security_alert
your case #9231 has been assigned to an agent. estimated time: 45 hours,customer_service
promocion exclusiva: 20% de descuento en tu siguiente compra en Shell,promotion_offer
tu plan vence en 2 dias. renueva para no perder el servicio,billing_reminder
tu pedido #79443 llega manana. descarga la app para seguirlo en tiempo real,delivery_logistics
rebaja de 40% en electrodomesticos en Uber solo este mes,promotion_offer
verificacion en 2 pasos: usa el codigo 535037,otp_verification
oferta de inversion: duplica tu dinero en 28 dias. 100% garantizado,spam_advertising
tu token de verificacion es 545790. no lo reenvies,otp_verification
double points this weekend at Apple Store,promotion_offer
has sido preseleccionado para ganar $13.000. confirma tus datos ya,spam_advertising
autenticacion de dos factores: 306854 es tu codigo,otp_verification
descuento especial del 50% para clientes frecuentes de Paris,promotion_offer
we could not deliver your package #99764 today. rescheduling for tomorrow,delivery_logistics
earn $2690 from home. no experience needed. sign up now!,spam_advertising
you have been selected to win $2828! claim your prize before tomorrow,spam_advertising
abono de $491.000 recibido en tu cuenta de ahorros,transaction
tu pedido #42707 llega manana. descarga la app para seguirlo en tiempo real,delivery_logistics
aviso: tienes 3 facturas sin pagar. total adeudado: $9870,billing_reminder
weekend offer: 70% discount on electronics at CVS,promotion_offer
hospital norte: recordatorio de tu turno de control manana,appointment_reminder
tu caso #9561 fue asignado a un agente. tiempo estimado: 8 horas,customer_service
recuerda tu consulta medica manana a las 2:30pm en policlinico norte,appointment_reminder
gana puntos canjeables por $238.000. solo hoy! ingresa tu numero,spam_advertising
recordatorio: el debito automatico de $7474 se ejecutara el 20/3,billing_reminder
debit of $287 processed on your account,transaction
paquete #41711 fue despachado desde Concepcion. llega en 4 dias habiles,delivery_logistics
"codigo de autenticacion: 355135. si no fuiste tu, ignora este mensaje",otp_verification
comprando $93.000 o mas en Farmacia Cruz Verde obtenes 60% de descuento,promotion_offer
your request has been received. we will contact you within 4 business days,customer_service
tu compra de $381.000 en Easy fue autorizada,transaction
second notice: overdue invoice of $609. avoid service interruption,billing_reminder
final notice: invoice of $1766 due today. pay now to avoid service interruption,billing_reminder
paga tu servicio antes del 24 para evitar la suspension,billing_reminder
limited time: 40% off perfumes ends tonight,promotion_offer
segundo aviso: factura vencida de $1130. evita el corte del servicio,billing_reminder
your case #7090 has been assigned to an agent. estimated time: 27 hours,customer_service
double points this weekend at Target,promotion_offer
intento de entrega fallido para pedido #82494. reagenda en nuestra app,delivery_logistics
gana puntos canjeables por $14.000. solo hoy! ingresa tu numero,spam_advertising
entrega programada para manana entre 9:30am y 4:30pm. alguien debe estar en casa,delivery_logistics
eres el ganador seleccionado de $288.000! reclama tu premio antes de manana,spam_advertising
te regalamos $8272 en creditos. canjealos antes de que expiren hoy,spam_advertising
tu cita odontologica fue reagendada para el miercoles. confirma respondiendo SI,appointment_reminder
tu plan vence en 7 dias. renueva para no perder el servicio,billing_reminder
paga tu servicio antes del 21 para evitar la suspension,billing_reminder
autenticacion de dos factores: 579027 es tu codigo,otp_verification
has sido preseleccionado para ganar $252.000. confirma tus datos ya,spam_advertising
clave de un solo uso: 699573. expira en 2 minutos,otp_verification
pago exitoso de $7255 en comercio Falabella,transaction
never share this code: 882544. we will never ask for it,otp_verification
"authentication code: 145767. if this was not you, ignore this message",otp_verification
ingresa 747453 para confirmar tu acceso,otp_verification
do not forget your doctor appointment on Thursday at 4:30pm,appointment_reminder
we confirm your medical appointment for 24/2. bring your id,appointment_reminder
your card ending in 8244 was charged $2772 at Uber,transaction
one-time pin: 461888. valid for this session only,otp_verification
hemos recibido tu pago. tu servicio fue reactivado,customer_service
se agrego un nuevo metodo de pago a tu cuenta. si no fuiste tu actua de inmediato,security_alert
debito automatico de $267.000 procesado en tu cuenta,transaction
hemos recibido tu pago. tu servicio fue reactivado,customer_service
automated profit system! generate $2216 while you sleep,spam_advertising
"login from Tokyo detected. if this was not you, secure your account now",security_alert
cita medica agendada para el 6/11 a las 4:00pm en clinica central,appointment_reminder
liquidacion de tecnologia: hasta 30% de descuento en Easy,promotion_offer
aviso: tienes 1 facturas sin pagar. total adeudado: $5912,billing_reminder
gana puntos canjeables por $165.000. solo hoy! ingresa tu numero,spam_advertising
reembolso de $9598 procesado. veras el credito en 6 dias,customer_service
appointment reminder: dental checkup on Tuesday. please arrive 10 minutes early,appointment_reminder
detectamos un acceso desde Paris. si no fuiste tu bloquea tu cuenta,security_alert
your refund request is under review. we will notify you within 4 business days,customer_service
payment of $2697 to CVS confirmed,transaction
consigue $244.000 adicionales al mes trabajando solo 2 horas al dia,spam_advertising
liquidacion de perfumes: hasta 60% de descuento en Paris,promotion_offer
385320 es tu clave temporal de ingreso. no la compartas,otp_verification
your driver is 15 stops away. get ready for your delivery,delivery_logistics
payment reminder: $1700 due on 14/5,billing_reminder
entrega programada para manana entre 5:00pm y 9:30am. alguien debe estar en casa,delivery_logistics
pago de servicios por $8287 completado exitosamente,transaction
card transaction: $2818 debited from your account,transaction
tu solicitud de baja fue recibida. procesaremos en 1 dias habiles,customer_service
an agent will contact you within the next 10 minutes,customer_service
compra de $345.000 en Lider fue marcada como sospechosa. la rechazamos?,security_alert
invest $2271 today and earn $680 in 48 hours guaranteed,spam_advertising
package #46239 was shipped from Chicago. arrives in 3 business days,delivery_logistics
one-time pin: 595158. valid for this session only,otp_verification
"tu cita en la clinica es en 24 horas, a las 3:00pm. lleva tu carnet",appointment_reminder
trabajo desde casa ganando $126.000 al mes. cupos limitados! entra ya,spam_advertising
acumula puntos dobles este fin de semana en Easy,promotion_offer
aprovecha nuestra promo: 3x2 en libros hasta agotar stock,promotion_offer
codigo de confirmacion de transaccion: 594379,otp_verification
hospital norte: recordatorio de tu turno odontologica manana,appointment_reminder
verificacion en 2 pasos: usa el codigo 378535,otp_verification
tu sesion fue cerrada por seguridad desde ip desconocida. ingresa nuevamente,security_alert
descuento especial del 30% para clientes frecuentes de Jumbo,promotion_offer
tu pin de un solo uso es 901280. valido solo por esta sesion,otp_verification
tu turno oftalmologica es manana a las 9:30am. no faltes,appointment_reminder
pedido #41034 retrasado por clima. nueva fecha estimada: manana,delivery_logistics
tu envio salio del deposito. numero de seguimiento: #17441,delivery_logistics
your subscription of $1788 renews in 5 days,billing_reminder
compra de $60.000 en Farmacia Cruz Verde fue marcada como sospechosa. la rechazamos?,security_alert
survey: how was your experience with our customer service team?,customer_service
we confirm your medical appointment for 17/2. bring your id,appointment_reminder
notificacion: tu solicitud #9710 paso a estado en revision,customer_service
tu cashback de $7324 esta disponible para usar en Rappi,promotion_offer
"tu cita en la clinica es en 24 horas, a las 3:30pm. lleva tu carnet",appointment_reminder
oferta de temporada: 20% menos en ropa,promotion_offer
earn $2958 from home. no experience needed. sign up now!,spam_advertising
tu pedido #30365 llega manana. descarga la app para seguirlo en tiempo real,delivery_logistics
reminder: you have a ophthalmology appointment on Monday at 10:30am,appointment_reminder
seasonal promo: 70% off all electronics at Target,promotion_offer
you are one of 9 winners selected. act now!,spam_advertising
usa 108060 para verificar tu identidad en nuestra app,otp_verification
tu pago de $4.000 en Ripley fue confirmado,transaction
reminder: your payment of $2309 is due tomorrow. avoid late fees,billing_reminder
confirmamos tu cita medica para el 11/5 a las 8:00am,appointment_reminder
entrega exitosa del pedido #31884. recibiste tu paquete?,delivery_logistics
your bill of $1984 is due on 23/6. pay now to avoid penalties,billing_reminder
tu caso #4419 fue asignado a un agente. tiempo estimado: 42 horas,customer_service
clinica central: tu consulta del 18/11 esta confirmada,appointment_reminder
delivery attempt failed for order #96577. reschedule in our app,delivery_logistics
recordatorio: tu pago de $4948 vence manana. evita penalidades,billing_reminder
pay your bill today and avoid penalties,billing_reminder
